Gene name,ensembl_gene_id,target_id,pval,qval,b,Log2
Coq8a,ENSMUSG00000026489,ENSMUST00000170472.7,1.68491071296157E-10,4.35389147305919E-08,-0.852430294,-1.2297969579
Coq10a,ENSMUSG00000039914,ENSMUST00000220027.1,2.31369171386656E-09,4.28542626428857E-07,-0.853670951,-1.2315868476
Uqcrc1,ENSMUSG00000025651,ENSMUST00000193332.1,0.0020853622,0.0448509499,-0.8537875108,-1.2317550078
Uqcrc1,ENSMUSG00000107235,ENSMUST00000202718.1,0.0020853622,0.0448509499,-0.8537875108,-1.2317550078
Tpm1,ENSMUSG00000032366,ENSMUST00000030185.4,2.30311171768662E-09,4.28542626428857E-07,-0.8538011073,-1.2317746234
Satb1,ENSMUSG00000023927,ENSMUST00000140979.7,8.18708737143568E-07,7.12142166382696E-05,-0.8546176033,-1.2329525781
Ccm2l,ENSMUSG00000027474,ENSMUST00000127898.7,6.4022699202355E-05,0.002871032,-0.8562875883,-1.2353618572
Slc25a23,ENSMUSG00000046329,ENSMUST00000171528.1,0.0010437574,0.0262530504,-0.8584751919,-1.238517902
Napepld,ENSMUSG00000044968,ENSMUST00000060899.8,7.83733687315487E-06,0.000493659,-0.8590094399,-1.239288659
Tpi1,ENSMUSG00000023456,ENSMUST00000172132.8,2.37691163278262E-13,1.05808520944028E-10,-0.8592970404,-1.2397035788
Dgat2,ENSMUSG00000030747,ENSMUST00000033001.5,0.0003799821,0.011833504,-0.8604598377,-1.2413811408
Slc25a4,ENSMUSG00000031633,ENSMUST00000034049.4,5.80778107646556E-13,2.42248493672134E-10,-0.8606580701,-1.2416671297
Asb2,ENSMUSG00000021200,ENSMUST00000021617.13,9.21933369103722E-12,3.07154568311519E-09,-0.8607806224,-1.2418439352
Nnt,ENSMUSG00000116207,ENSMUST00000223268.1,1.17512318893634E-07,1.36214005880798E-05,-0.8609630122,-1.2421070681
Nid2,ENSMUSG00000021806,ENSMUST00000022340.4,0.000760293,0.0206399701,-0.8612483078,-1.2425186627
P3h2,ENSMUSG00000038168,ENSMUST00000039990.5,0.0007423447,0.0202389227,-0.8617328234,-1.2432176709
Slc41a1,ENSMUSG00000013275,ENSMUST00000086559.6,1.27912482487234E-10,3.38795396739812E-08,-0.8620742001,-1.2437101734
Eno3,ENSMUSG00000060600,ENSMUST00000170716.7,1.52885599941075E-05,0.0008774441,-0.8622797528,-1.2440067232
Dusp8,ENSMUSG00000037887,ENSMUST00000039926.9,0.0002531641,0.0086243475,-0.8629715109,-1.2450047192
Me3,ENSMUSG00000030621,ENSMUST00000159167.7,0.000003294,0.0002364379,-0.863367134,-1.2455754827
Bola3,ENSMUSG00000045160,ENSMUST00000136501.1,5.90793559763135E-06,0.00038542,-0.8656433959,-1.2488594344
Ss18l2,ENSMUSG00000032526,ENSMUST00000217579.1,0.002122375,0.0454073384,-0.8658841305,-1.249206741
Tns1,ENSMUSG00000055322,ENSMUST00000191104.6,0.0003111852,0.0100637432,-0.8659834387,-1.2493500125
Gpam,ENSMUSG00000024978,ENSMUST00000061856.5,9.31426433418732E-09,1.45118977816149E-06,-0.8671110139,-1.2509767597
Phyhd1,ENSMUSG00000079484,ENSMUST00000129512.1,0.001070471,0.0267481417,-0.8679092988,-1.2521284413
Tcea3,ENSMUSG00000001604,ENSMUST00000102533.10,3.42951441389771E-12,1.25290804860278E-09,-0.8688194564,-1.2534415211
Dlc1,ENSMUSG00000031523,ENSMUST00000033923.13,7.68532988400995E-05,0.003345234,-0.8696792914,-1.2546820009
Tsc22d1,ENSMUSG00000022010,ENSMUST00000048371.14,0.0020955827,0.0449976911,-0.8723258337,-1.2585001544
Rmdn1,ENSMUSG00000028229,ENSMUST00000029888.3,1.38131469420202E-09,2.88080249196706E-07,-0.8726066968,-1.2589053541
Dennd6b,ENSMUSG00000015377,ENSMUST00000078953.8,0.0008164802,0.0217285129,-0.8732353702,-1.2598123381
Hadh,ENSMUSG00000027984,ENSMUST00000029610.8,3.67213750905961E-10,8.60726284369092E-08,-0.8744729349,-1.2615977666
Synm,ENSMUSG00000030554,ENSMUST00000051389.9,2.21758597737529E-05,0.001192611,-0.8752945568,-1.2627831164
Actn2,ENSMUSG00000052374,ENSMUST00000168193.7,0.000001544,0.0001241162,-0.8757998015,-1.2635120304
Mavs,ENSMUSG00000037523,ENSMUST00000110199.2,0.000064268,0.0028753945,-0.8762005844,-1.2640902379
Rxrg,ENSMUSG00000015843,ENSMUST00000111380.1,1.41844224368847E-07,1.59193095285825E-05,-0.8778672728,-1.2664947611
Kyat1,ENSMUSG00000039648,ENSMUST00000113663.8,5.45925526582906E-05,0.0025258077,-0.8780699673,-1.2667871874
Rai1,ENSMUSG00000062115,ENSMUST00000102688.1,0.0016848706,0.0379536502,-0.8790214693,-1.2681599146
Rhot2,ENSMUSG00000025733,ENSMUST00000043897.15,3.47668394868999E-09,6.09835691436937E-07,-0.8795146654,-1.2688714461
Cyp2d22,ENSMUSG00000061740,ENSMUST00000230663.1,0.0022017199,0.0465038716,-0.8797551865,-1.2692184448
Pla2g16,ENSMUSG00000060675,ENSMUST00000141887.7,3.5807060231495E-06,0.0002535839,-0.8800406571,-1.2696302918
Cfd,ENSMUSG00000061780,ENSMUST00000061653.8,4.60917143444358E-07,4.40729274152096E-05,-0.8802977704,-1.2700012279
Gpr4,ENSMUSG00000044317,ENSMUST00000060225.5,0.0002417308,0.0083231088,-0.8828311769,-1.2736561609
Abcc5,ENSMUSG00000022822,ENSMUST00000079158.12,0.0016273203,0.0370451379,-0.8831982921,-1.2741857961
Zbtb16,ENSMUSG00000066687,ENSMUST00000216150.1,5.93431921495774E-05,0.0027099887,-0.8848856087,-1.2766200794
Pcdh17,ENSMUSG00000035566,ENSMUST00000071370.6,0.0002099151,0.0074881044,-0.8858950728,-1.2780764283
Ndufv3,ENSMUSG00000024038,ENSMUST00000046288.14,2.21337131191819E-09,4.1881687282605E-07,-0.8891932463,-1.2828346868
Acss2,ENSMUSG00000027605,ENSMUST00000029135.14,0.000965098,0.0246619082,-0.88951395,-1.2832973644
E2f6,ENSMUSG00000057469,ENSMUST00000020908.8,0.0001269141,0.005015887,-0.8902377253,-1.2843415515
Eno3,ENSMUSG00000060600,ENSMUST00000072841.11,4.39362419828867E-11,1.26491007965188E-08,-0.8903084276,-1.2844435534
Ifi203,ENSMUSG00000039997,ENSMUST00000081216.11,0.0006251196,0.0175208776,-0.8904510375,-1.2846492959
Ifi203,ENSMUSG00000039997,ENSMUST00000081216.11,0.0006251196,0.0175208776,-0.8904510375,-1.2846492959
Rabep2,ENSMUSG00000030727,ENSMUST00000133300.1,8.08886627621291E-05,0.0034808409,-0.8905036214,-1.2847251585
Fmnl3,ENSMUSG00000023008,ENSMUST00000088233.12,0.0002660185,0.0089471733,-0.8905960011,-1.2848584342
Crim1,ENSMUSG00000024074,ENSMUST00000112498.2,1.09784662110337E-05,0.0006586209,-0.8942006924,-1.2900589045
Eno3,ENSMUSG00000060600,ENSMUST00000108548.7,5.30748245228182E-07,4.95861142759656E-05,-0.8950334531,-1.2912603243
Anxa6,ENSMUSG00000018340,ENSMUST00000108883.9,0.000053095,0.0024715319,-0.8960389879,-1.2927110043
Phtf2,ENSMUSG00000039987,ENSMUST00000156044.1,0.0006756643,0.0186708228,-0.8965516374,-1.2934506012
Robo1,ENSMUSG00000022883,ENSMUST00000023600.7,0.0003460496,0.0109571354,-0.8970801573,-1.2942130942
Pla2g16,ENSMUSG00000060675,ENSMUST00000025925.10,1.45642295532032E-09,0.000000299,-0.8976043576,-1.2949693554
Dusp1,ENSMUSG00000024190,ENSMUST00000025025.6,3.08464654409203E-10,7.34184266784086E-08,-0.8995488594,-1.2977746784
Ric8b,ENSMUSG00000035620,ENSMUST00000217175.1,0.000853088,0.0224048745,-0.8996638084,-1.2979405149
Coq9,ENSMUSG00000031782,ENSMUST00000159871.3,0.0011399431,0.0281080044,-0.900758251,-1.2995194618
Prkd1,ENSMUSG00000002688,ENSMUST00000002765.8,1.43334568203935E-06,0.0001171738,-0.9022444916,-1.3016636538
Cacna1a,ENSMUSG00000034656,ENSMUST00000141981.7,5.87412399354744E-06,0.0003836868,-0.9022750281,-1.3017077086
Ablim1,ENSMUSG00000025085,ENSMUST00000099294.8,4.68847553653095E-12,1.63396456971483E-09,-0.9037672435,-1.3038605203
Itpkb,ENSMUSG00000038855,ENSMUST00000070181.6,2.64752337434261E-12,0.000000001,-0.9046532771,-1.3051387966
Auh,ENSMUSG00000021460,ENSMUST00000021913.15,2.38744474050528E-10,5.85509769624011E-08,-0.9090347222,-1.3114598858
Zbtb16,ENSMUSG00000066687,ENSMUST00000093852.4,1.59631187336451E-12,6.26380954575839E-10,-0.9093484219,-1.3119124587
Tgtp1,ENSMUSG00000078922,ENSMUST00000068063.3,0.0004641939,0.0138925098,-0.9109338442,-1.3141997396
Zfp395,ENSMUSG00000034522,ENSMUST00000066994.6,3.98610019202208E-06,0.000276744,-0.9115263978,-1.3150546138
Acadm,ENSMUSG00000062908,ENSMUST00000072697.12,8.54923456055497E-09,1.34385341951418E-06,-0.9117421896,-1.3153659355
H2-Q6,ENSMUSG00000073409,ENSMUST00000174699.7,0.000829784,0.0219890679,-0.9118476768,-1.3155181214
St3gal6,ENSMUSG00000022747,ENSMUST00000114358.8,6.86932604984639E-08,8.58228322732342E-06,-0.9123795525,-1.3162854559
Rpl3l,ENSMUSG00000002500,ENSMUST00000170239.8,7.19564015442766E-13,2.95484221628292E-10,-0.9134452762,-1.3178229701
Dhrs11,ENSMUSG00000034449,ENSMUST00000047560.7,9.36797789218877E-11,2.55798913857173E-08,-0.9142096962,-1.318925795
Syne2,ENSMUSG00000063450,ENSMUST00000085280.11,1.20911396025202E-05,0.0007172497,-0.914706703,-1.3196428243
Tppp3,ENSMUSG00000014846,ENSMUST00000177126.7,0.0006303809,0.0176321849,-0.9154764542,-1.3207533406
Ifi27l2a,ENSMUSG00000079017,ENSMUST00000055071.8,0.000001058,8.96724283907442E-05,-0.9155581442,-1.3208711943
Ushbp1,ENSMUSG00000034911,ENSMUST00000213000.1,1.2908364709095E-07,0.000014737,-0.9162024747,-1.3218007667
Tpm2,ENSMUSG00000028464,ENSMUST00000107913.9,4.44085720386812E-13,1.89714136016537E-10,-0.9163764293,-1.3220517302
Pkdcc,ENSMUSG00000024247,ENSMUST00000170794.7,9.55762796890102E-11,2.58314401222752E-08,-0.9165086836,-1.3222425327
Mkx,ENSMUSG00000061013,ENSMUST00000079788.5,0.0009470163,0.0242466384,-0.9168496729,-1.3227344764
Myo5c,ENSMUSG00000033590,ENSMUST00000216788.1,0.0012090714,0.0294203668,-0.9193796028,-1.3263843937
Hrasls,ENSMUSG00000022525,ENSMUST00000089824.10,0.0005005733,0.0147397816,-0.9204315178,-1.3279019862
Iqsec1,ENSMUSG00000034312,ENSMUST00000101151.9,4.68851775091282E-10,1.08931952113642E-07,-0.9205704956,-1.3281024889
Myo5c,ENSMUSG00000033590,ENSMUST00000215620.1,0.0001570176,0.0059651167,-0.9213281579,-1.3291955644
Tpm1,ENSMUSG00000032366,ENSMUST00000156899.1,6.30978397355857E-09,0.000001016,-0.921385339,-1.3292780593
Akr1b10,ENSMUSG00000061758,ENSMUST00000038383.13,0.000017323,0.0009762234,-0.9223057905,-1.3306059901
Tob2,ENSMUSG00000048546,ENSMUST00000050467.8,8.69919878469357E-06,0.0005383442,-0.9240590009,-1.3331353381
A530016L24Rik,ENSMUSG00000043122,ENSMUST00000057465.6,0.0010883314,0.0270794652,-0.9246979655,-1.3340571691
Ndrg2,ENSMUSG00000004558,ENSMUST00000226184.1,0.000877973,0.0228869516,-0.9258757173,-1.3357563058
Tsc22d1,ENSMUSG00000022010,ENSMUST00000110888.7,0.0006490616,0.0180771514,-0.9259378462,-1.3358459389
Ckmt2,ENSMUSG00000021622,ENSMUST00000022122.3,0.0004811733,0.0142876654,-0.9261873856,-1.3362059482
Ldb3,ENSMUSG00000021798,ENSMUST00000227819.1,5.04725974971064E-15,2.75637619300435E-12,-0.9264823373,-1.3366314735
Vamp5,ENSMUSG00000073002,ENSMUST00000074231.5,0.000379386,0.011833504,-0.9265200452,-1.3366858745
Vamp5,ENSMUSG00000102671,ENSMUST00000195019.3,0.000379386,0.011833504,-0.9265200452,-1.3366858745
Cntnap1,ENSMUSG00000017167,ENSMUST00000103109.3,0.0015992823,0.0366272284,-0.9268513758,-1.3371638835
Iqcg,ENSMUSG00000035578,ENSMUST00000115100.7,4.64134322938184E-05,0.0022050751,-0.9289895583,-1.3402486287
Pdgfb,ENSMUSG00000000489,ENSMUST00000000500.7,8.62372710754739E-10,1.84949269663202E-07,-0.9294779889,-1.3409532851
Lrig1,ENSMUSG00000030029,ENSMUST00000101126.2,4.7564687183708E-08,6.16049920338036E-06,-0.9296167551,-1.3411534826
Dnaja4,ENSMUSG00000032285,ENSMUST00000070070.7,0.0003329314,0.0106179259,-0.9299637971,-1.3416541583
Atp1b2,ENSMUSG00000041329,ENSMUST00000047889.12,7.90616679559707E-05,0.003430085,-0.930416953,-1.3423079241
Lgalsl,ENSMUSG00000042363,ENSMUST00000047028.8,8.12091071410347E-14,3.70852589015692E-11,-0.9355599463,-1.349727695
Egfl7,ENSMUSG00000026921,ENSMUST00000172683.1,0.0001029874,0.0042291099,-0.9363749303,-1.3509034684
Mafb,ENSMUSG00000074622,ENSMUST00000099126.4,0.0001792809,0.0066198094,-0.9364351573,-1.3509903575
Dusp1,ENSMUSG00000024190,ENSMUST00000146077.1,0.0003938554,0.0121557575,-0.9380070405,-1.3532581057
Ndrg2,ENSMUSG00000004558,ENSMUST00000228620.1,2.46438788542215E-05,0.0013004021,-0.9389765168,-1.3546567643
Kcnma1,ENSMUSG00000063142,ENSMUST00000145596.2,3.88224277539394E-12,1.38955436851989E-09,-0.9391349235,-1.3548852969
H2-Q4,ENSMUSG00000035929,ENSMUST00000173975.1,8.92774375326713E-06,0.000550957,-0.9402734268,-1.3565278099
Kcna2,ENSMUSG00000040724,ENSMUST00000038695.5,0.0001169523,0.0046863204,-0.941439274,-1.3582097719
Ldb3,ENSMUSG00000021798,ENSMUST00000064098.13,0.0009978065,0.0253509862,-0.9420816134,-1.3591364717
Acaa2,ENSMUSG00000036880,ENSMUST00000041053.9,1.00062426161776E-07,1.18053605814427E-05,-0.9431665294,-1.3607016747
Elmsan1,ENSMUSG00000042507,ENSMUST00000110294.1,6.14061914875194E-05,0.0027826092,-0.944130542,-1.3620924509
Slc28a2,ENSMUSG00000027219,ENSMUST00000110524.1,4.83758365014488E-06,0.0003260322,-0.9445624788,-1.362715604
Syp,ENSMUSG00000031144,ENSMUST00000069520.10,0.0001582496,0.0059878244,-0.9447179749,-1.3629399374
Rasgrp2,ENSMUSG00000032946,ENSMUST00000152022.7,0.0002238986,0.0078534114,-0.9450079713,-1.3633583138
Rasgrp2,ENSMUSG00000106685,ENSMUST00000202442.3,0.0002238986,0.0078534114,-0.9450079713,-1.3633583138
Trak1,ENSMUSG00000032536,ENSMUST00000045903.7,0.0022244877,0.0469099464,-0.9478707412,-1.3674884177
Crispld1,ENSMUSG00000025776,ENSMUST00000095075.4,0.0012443632,0.0301596275,-0.9480283755,-1.3677158359
Tpm3,ENSMUSG00000027940,ENSMUST00000119570.7,2.07910679241124E-05,0.0011353281,-0.9481889875,-1.36794755
Ldhd,ENSMUSG00000031958,ENSMUST00000173521.1,3.1272008778501E-08,4.30278472993126E-06,-0.954754681,-1.3774198436
Cd274,ENSMUSG00000016496,ENSMUST00000016640.7,1.05407573163357E-07,1.23808323130432E-05,-0.9547792113,-1.3774552333
Zfp46,ENSMUSG00000051351,ENSMUST00000069195.4,0.0003215237,0.0103037358,-0.9562274233,-1.3795445615
Adssl1,ENSMUSG00000011148,ENSMUST00000021726.7,9.33829481014117E-16,5.68594817215642E-13,-0.9564679287,-1.3798915374
Vegfa,ENSMUSG00000023951,ENSMUST00000143985.1,7.34685051113534E-05,0.0032217277,-0.956922943,-1.3805479844
Plekhf1,ENSMUSG00000074170,ENSMUST00000098513.5,3.39285547213695E-05,0.0016971646,-0.9572436724,-1.3810106991
Art1,ENSMUSG00000030996,ENSMUST00000210211.1,0.0018803255,0.0413304912,-0.9576163394,-1.3815483439
Tomm40l,ENSMUSG00000005674,ENSMUST00000111327.7,3.42248788179459E-08,4.64870386057192E-06,-0.9579263521,-1.3819955977
Lrrn4cl,ENSMUSG00000071656,ENSMUST00000096257.2,9.09574358741546E-06,0.0005570275,-0.9579748575,-1.3820655762
Pmp22,ENSMUSG00000018217,ENSMUST00000108702.7,0.000010107,0.0006125829,-0.9588923177,-1.3833891914
Mpz,ENSMUSG00000056569,ENSMUST00000070758.9,7.52824133730247E-10,1.64112563111491E-07,-0.9592286279,-1.3838743846
Cebpa,ENSMUSG00000034957,ENSMUST00000042985.10,4.43572586862763E-06,0.0003028012,-0.9594857882,-1.3842453885
Ak1,ENSMUSG00000026817,ENSMUST00000113277.7,8.61404560873337E-15,4.43021201972265E-12,-0.9604195331,-1.3855924975
Klf4,ENSMUSG00000003032,ENSMUST00000107619.2,0.0001646642,0.0061995426,-0.9604767694,-1.3856750722
Adssl1,ENSMUSG00000011148,ENSMUST00000180015.8,9.01660988788224E-05,0.0037728031,-0.9609113218,-1.3863019987
Phyhd1,ENSMUSG00000079484,ENSMUST00000138254.7,0.0005412517,0.0156761755,-0.9617365497,-1.3874925509
Kctd15,ENSMUSG00000030499,ENSMUST00000108069.7,6.89257329358091E-06,0.000439904,-0.9617938321,-1.3875751919
Atp5j,ENSMUSG00000022890,ENSMUST00000148787.1,0.000166358,0.0062429742,-0.9618378134,-1.3876386435
Sh3bgr,ENSMUSG00000040666,ENSMUST00000171181.8,3.25466006271229E-06,0.0002339337,-0.9637433721,-1.3903877836
Dhrs11,ENSMUSG00000034449,ENSMUST00000151496.1,2.87627476163921E-06,0.0002119122,-0.9639817767,-1.3907317287
Col4a3,ENSMUSG00000079465,ENSMUST00000113457.8,0.0003270833,0.0104629142,-0.965436056,-1.3928298103
Pex2,ENSMUSG00000040374,ENSMUST00000059021.9,0.0002915118,0.0095914621,-0.9660682424,-1.3937418625
Myh2,ENSMUSG00000033196,ENSMUST00000018641.7,1.80231366636022E-10,4.56813214584209E-08,-0.9683368011,-1.3970147009
Tmtc2,ENSMUSG00000036019,ENSMUST00000061506.8,4.06178403471222E-05,0.0019776184,-0.9688896648,-1.3978123146
Fmod,ENSMUSG00000041559,ENSMUST00000048183.7,0.00000036,0.000035918,-0.9709051407,-1.4007200317
Tfrc,ENSMUSG00000022797,ENSMUST00000023486.14,6.49858841984715E-15,3.51275228943432E-12,-0.9753278789,-1.4071006941
Ptpa,ENSMUSG00000039515,ENSMUST00000131476.7,0.0008719181,0.02276398,-0.9760739502,-1.4081770475
Enpp2,ENSMUSG00000022425,ENSMUST00000041591.15,3.37209070547064E-05,0.0016907929,-0.9774117276,-1.4101070523
Lmod1,ENSMUSG00000048096,ENSMUST00000059352.2,8.31661363850032E-07,7.19862703059277E-05,-0.9789816259,-1.4123719369
Cacna1c,ENSMUSG00000051331,ENSMUST00000186889.6,0.0002960236,0.0096977491,-0.9791843217,-1.412664365
Mum1,ENSMUSG00000020156,ENSMUST00000125784.7,0.0002863633,0.009463207,-0.9792493666,-1.412758205
Gabpb2,ENSMUSG00000038766,ENSMUST00000155555.7,0.001026667,0.0259597282,-0.9796324769,-1.4133109164
Pla2g2d,ENSMUSG00000041202,ENSMUST00000030528.8,0.0008034746,0.0214986362,-0.9802642318,-1.414222346
Fam213a,ENSMUSG00000021792,ENSMUST00000022317.14,0.0003092535,0.0100196239,-0.9803837298,-1.4143947452
Thra,ENSMUSG00000058756,ENSMUST00000064187.11,8.84700483008437E-07,0.000076309,-0.9807232913,-1.4148846288
Ndrg2,ENSMUSG00000004558,ENSMUST00000226366.1,0.0001990606,0.0071831327,-0.9829400783,-1.4180827764
Znrf1,ENSMUSG00000033545,ENSMUST00000171182.7,7.19445808900756E-08,8.92534024236528E-06,-0.9834303709,-1.4187901192
Flvcr1,ENSMUSG00000066595,ENSMUST00000085635.5,2.04596431636043E-05,0.0011239625,-0.984212938,-1.4199191248
Abra,ENSMUSG00000042895,ENSMUST00000054742.6,0.0001066361,0.004358669,-0.9866847942,-1.4234852595
Tmem65,ENSMUSG00000062373,ENSMUST00000072113.5,1.80105153614375E-17,1.38271163803106E-14,-0.9880032385,-1.4253873726
Rftn2,ENSMUSG00000025978,ENSMUST00000027121.14,1.53974372577008E-05,0.0008817821,-0.9887614561,-1.4264812493
Egfl7,ENSMUSG00000026921,ENSMUST00000173777.1,1.46752717913452E-08,2.20850333125833E-06,-0.9894291324,-1.4274445026
Spsb4,ENSMUSG00000046997,ENSMUST00000055433.4,0.0005334445,0.0154754401,-0.991610028,-1.4305908699
Satb1,ENSMUSG00000023927,ENSMUST00000152830.8,2.9955619430576E-05,0.0015331778,-0.9916917974,-1.4307088381
Dennd4b,ENSMUSG00000042404,ENSMUST00000129564.7,1.66750355725651E-07,1.83262792403629E-05,-0.9941727735,-1.4342881301
Selenbp1,ENSMUSG00000068874,ENSMUST00000090839.11,8.6529038696761E-09,1.35612507895962E-06,-0.9947489544,-1.4351193834
Asb10,ENSMUSG00000038204,ENSMUST00000048302.12,0.0003340332,0.0106402538,-0.9954149108,-1.4360801555
Cast,ENSMUSG00000021585,ENSMUST00000222588.1,3.92858230392294E-09,6.75677890862694E-07,-0.9988874121,-1.4410899159
Aco2,ENSMUSG00000022477,ENSMUST00000126352.7,0.0005489088,0.0158201012,-1.0014486862,-1.4447850533
Ppm1j,ENSMUSG00000002228,ENSMUST00000002298.6,1.57720152872945E-06,0.000126398,-1.0039300524,-1.4483649079
Myadml2,ENSMUSG00000025141,ENSMUST00000145047.1,8.85923384255215E-07,0.000076309,-1.0044314363,-1.4490882521
Prickle3,ENSMUSG00000031145,ENSMUST00000123172.2,0.0001453751,0.0055966235,-1.0061982601,-1.45163724
Eno3,ENSMUSG00000060600,ENSMUST00000157027.7,1.01686809865704E-05,0.0006156178,-1.0072843556,-1.4532041446
Ldhb,ENSMUSG00000030246,ENSMUST00000032373.11,7.57770473795951E-15,4.01413753083929E-12,-1.0089252818,-1.4555715008
Acadm,ENSMUSG00000062908,ENSMUST00000200250.4,8.43506684974353E-06,0.0005263025,-1.0120851214,-1.4601301857
Mpz,ENSMUSG00000056569,ENSMUST00000111334.1,0.000081951,0.0035117941,-1.0148089946,-1.4640599039
Kdr,ENSMUSG00000062960,ENSMUST00000113516.1,5.4791344310773E-16,3.49694202671636E-13,-1.0148800182,-1.4641623694
Pdp2,ENSMUSG00000048371,ENSMUST00000059588.7,3.80643830335294E-05,0.0018687531,-1.0170651203,-1.4673148053
Mpst,ENSMUSG00000071711,ENSMUST00000167140.7,1.11650562632217E-08,1.70445684562432E-06,-1.018062752,-1.4687540836
Adipoq,ENSMUSG00000022878,ENSMUST00000023593.5,1.80792333540044E-08,2.64561112834717E-06,-1.0203755689,-1.4720907731
Retsat,ENSMUSG00000056666,ENSMUST00000070597.12,9.9722532481256E-07,8.46570787360509E-05,-1.020438664,-1.4721818
Ick,ENSMUSG00000009828,ENSMUST00000044551.7,0.0001793258,0.0066198094,-1.0214074427,-1.4735794523
Abtb2,ENSMUSG00000032724,ENSMUST00000076212.3,2.28739549198884E-12,8.59363130476061E-10,-1.0269508264,-1.4815768644
Dmac2,ENSMUSG00000057229,ENSMUST00000077338.11,4.46982425238843E-09,7.61372510445774E-07,-1.0291979578,-1.4848187898
Nrap,ENSMUSG00000049134,ENSMUST00000040711.14,0.0002316223,0.00805629,-1.0293777045,-1.4850781094
Marveld1,ENSMUSG00000044345,ENSMUST00000184186.1,0.000062813,0.0028318236,-1.0303019435,-1.4864115045
Slc25a4,ENSMUSG00000031633,ENSMUST00000155986.1,3.05292939693686E-07,3.10594644212651E-05,-1.0311852921,-1.4876859072
Pptc7,ENSMUSG00000038582,ENSMUST00000053426.14,7.42554934384725E-16,4.57387936501884E-13,-1.0319888781,-1.4888452367
Pde7b,ENSMUSG00000019990,ENSMUST00000020165.13,2.37041387217331E-05,0.0012607222,-1.032674949,-1.4898350278
AC149090.1,ENSMUSG00000095041,ENSMUST00000179505.7,0.0005857738,0.0166560375,-1.0330996737,-1.490447776
Slc25a42,ENSMUSG00000002346,ENSMUST00000110127.7,0.0005710848,0.0163879062,-1.03535206,-1.4936972825
Alas1,ENSMUSG00000032786,ENSMUST00000215222.1,0.0013259522,0.0316823037,-1.0366257573,-1.4955348394
Apol6,ENSMUSG00000033576,ENSMUST00000149569.8,0.000862307,0.0225909926,-1.0371362169,-1.4962712769
Galnt16,ENSMUSG00000021130,ENSMUST00000021558.7,0.0004496344,0.0135332301,-1.0375686148,-1.4968950951
Mpped2,ENSMUSG00000016386,ENSMUST00000111063.7,0.0015343358,0.0354927371,-1.0442988132,-1.506604719
Phgdh,ENSMUSG00000053398,ENSMUST00000065793.11,0.00000304,0.0002221185,-1.0475976069,-1.5113638723
Hr,ENSMUSG00000022096,ENSMUST00000022691.13,0.0005964094,0.0169040098,-1.0476510871,-1.511441028
Ephx1,ENSMUSG00000038776,ENSMUST00000036928.11,5.19904755448024E-14,2.48116347840975E-11,-1.0477681913,-1.5116099737
Myadml2,ENSMUSG00000025141,ENSMUST00000026134.2,6.50084367935138E-12,2.22173672404052E-09,-1.0478906009,-1.5117865734
Abhd8,ENSMUSG00000007950,ENSMUST00000008094.9,7.99548343838254E-05,0.0034540718,-1.0480241914,-1.5119793037
Fxyd7,ENSMUSG00000036578,ENSMUST00000073892.5,0.0003827902,0.0118753258,-1.0501632414,-1.5150653005
Slc41a3,ENSMUSG00000030089,ENSMUST00000044019.15,1.21081350327163E-08,1.83783449022373E-06,-1.0559099614,-1.5233560649
Itm2a,ENSMUSG00000031239,ENSMUST00000033591.5,4.89575918023249E-05,0.0023032243,-1.056140496,-1.5236886561
Homer2,ENSMUSG00000025813,ENSMUST00000026922.14,6.67291184742684E-07,5.93094227002923E-05,-1.0564677467,-1.524160779
Myh7,ENSMUSG00000053093,ENSMUST00000102803.10,0.000854618,0.0224339353,-1.0584330123,-1.526996058
Slc25a3,ENSMUSG00000061904,ENSMUST00000164505.1,4.23098038717291E-05,0.0020468285,-1.0593907404,-1.5283777676
Fabp4,ENSMUSG00000062515,ENSMUST00000191757.1,6.71234491429063E-11,1.88133887378157E-08,-1.0607453245,-1.5303320194
Arhgef6,ENSMUSG00000031133,ENSMUST00000151768.1,2.8998366301379E-05,0.0014910503,-1.0613329359,-1.5311797634
Chst1,ENSMUSG00000027221,ENSMUST00000065797.6,1.635989022373E-05,0.000927872,-1.0616663252,-1.5316607425
Aldh9a1,ENSMUSG00000026687,ENSMUST00000028004.10,0.0019918525,0.0432968407,-1.0681824193,-1.5410614791
Mdh1,ENSMUSG00000020321,ENSMUST00000125302.1,3.44480733138922E-11,1.01945127802056E-08,-1.0693735125,-1.5427798633
Hipk3,ENSMUSG00000027177,ENSMUST00000111124.7,0.0021694628,0.0460613033,-1.0707221732,-1.5447255695
Inpp4b,ENSMUSG00000037940,ENSMUST00000109851.2,3.48306735824205E-05,0.0017341027,-1.0738570703,-1.54924827
Cfd,ENSMUSG00000061780,ENSMUST00000217837.1,6.46537951639412E-09,1.03785014885438E-06,-1.0755171925,-1.55164332
Fzd4,ENSMUSG00000049791,ENSMUST00000058755.4,1.60670794557622E-05,0.0009142013,-1.076906552,-1.5536477421
Trmt13,ENSMUSG00000033439,ENSMUST00000199439.1,0.0001341339,0.0052438928,-1.0784762548,-1.5559123446
Myl1,ENSMUSG00000061816,ENSMUST00000150542.1,0.000038167,0.0018720538,-1.0803025632,-1.5585471507
